window,start,end,drift,drift_p_value,drift_statistic,trusted,trusted_ratio,oracle_used,mean_confidence,mean_recon_error,memory_total,window_accuracy,window_precision,window_recall,window_f1,window_false_positive_rate,window_false_negative_rate,window_tn,window_fp,window_fn,window_tp
0.0,0.0,2000.0,0.0,0.887432475481759,0.0153,1927.0,0.9635,0.0,0.9882110953330994,0.0064394292421638966,4096.0,0.987,0.9852164730728616,0.9873015873015873,0.9862579281183932,0.013270142180094787,0.012698412698412698,1041.0,14.0,12.0,933.0
1.0,2000.0,4000.0,0.0,0.6558348130336308,0.0193,1939.0,0.9695,0.0,0.9899028539657593,0.0061766826547682285,4096.0,0.989,0.9946808510638298,0.9821428571428571,0.9883720930232558,0.004770992366412214,0.017857142857142856,1043.0,5.0,17.0,935.0
2.0,4000.0,6000.0,1.0,0.04638369308447315,0.0362,1951.0,0.9755,20.0,0.9886814951896667,0.0060430564917624,4096.0,0.988,0.991130820399113,0.9824175824175824,0.9867549668874172,0.007339449541284404,0.017582417582417582,1082.0,8.0,16.0,894.0
3.0,6000.0,8000.0,0.0,0.37818808596466863,0.024,1932.0,0.966,0.0,0.9881883859634399,0.007173107471317053,4096.0,0.987,0.991130820399113,0.9802631578947368,0.9856670341786108,0.007352941176470588,0.019736842105263157,1080.0,8.0,18.0,894.0
4.0,8000.0,10000.0,0.0,0.2685272006290586,0.0264,1942.0,0.971,0.0,0.9900556206703186,0.007354474160820246,4096.0,0.988,0.9958071278825996,0.979381443298969,0.9875259875259876,0.003883495145631068,0.020618556701030927,1026.0,4.0,20.0,950.0
5.0,10000.0,12000.0,0.0,0.18095610193719586,0.0289,1934.0,0.967,0.0,0.9881747961044312,0.0073028686456382275,4096.0,0.981,0.9887260428410372,0.969060773480663,0.9787946428571429,0.0091324200913242,0.030939226519337018,1085.0,10.0,28.0,877.0
6.0,12000.0,14000.0,0.0,0.7684963906613702,0.0175,1926.0,0.963,0.0,0.9885876178741455,0.007353636901825666,4096.0,0.987,0.989247311827957,0.9829059829059829,0.9860664523043943,0.009398496240601503,0.017094017094017096,1054.0,10.0,16.0,920.0
7.0,14000.0,16000.0,0.0,0.9671433826637776,0.013,1922.0,0.961,0.0,0.9865722060203552,0.0072936248034238815,4096.0,0.989,0.9956616052060737,0.9807692307692307,0.9881593110871905,0.0037593984962406013,0.019230769230769232,1060.0,4.0,18.0,918.0
8.0,16000.0,18000.0,0.0,0.7624495075991677,0.0176,1928.0,0.964,0.0,0.987571656703949,0.007446453906595707,4096.0,0.983,0.9887892376681614,0.9735099337748344,0.9810901001112347,0.009140767824497258,0.026490066225165563,1084.0,10.0,24.0,882.0
9.0,18000.0,20000.0,0.0,0.8964526316917043,0.0151,1924.0,0.962,0.0,0.9870193004608154,0.007435391657054424,4096.0,0.9805,0.9859307359307359,0.9722518676627535,0.9790435249865664,0.012229539040451553,0.02774813233724653,1050.0,13.0,26.0,911.0
