window,start,end,drift,drift_p_value,drift_statistic,trusted,trusted_ratio,oracle_used,mean_confidence,mean_recon_error,memory_total,window_accuracy,window_precision,window_recall,window_f1,window_false_positive_rate,window_false_negative_rate,window_tn,window_fp,window_fn,window_tp
39.0,78000.0,80000.0,1.0,9.739986577709385e-20,0.1245,1983.0,0.9915,0.0,0.9766000509262085,0.009926475584506989,4096.0,0.975,0.9910813823857302,0.9548872180451128,0.9726477024070023,0.007483629560336763,0.045112781954887216,1061.0,8.0,42.0,889.0
40.0,80000.0,82000.0,1.0,3.005472554448831e-32,0.1597,1982.0,0.991,0.0,0.9763063788414001,0.009417424909770489,4096.0,0.9755,0.9828141783029001,0.9651898734177216,0.9739222990952634,0.015209125475285171,0.03481012658227848,1036.0,16.0,33.0,915.0
41.0,82000.0,84000.0,1.0,7.618585092471914e-22,0.1311,1980.0,0.99,0.0,0.9759064316749573,0.00940506998449564,4096.0,0.9795,0.9920634920634921,0.9625962596259626,0.9771077610273592,0.006416131989000917,0.0374037403740374,1084.0,7.0,34.0,875.0
42.0,84000.0,86000.0,1.0,7.130068080623824e-21,0.1281,1980.0,0.99,0.0,0.9742013216018677,0.009766520000994205,4096.0,0.9765,0.9944071588366891,0.9548872180451128,0.9742465753424658,0.004677268475210477,0.045112781954887216,1064.0,5.0,42.0,889.0
43.0,86000.0,88000.0,1.0,1.732344275680883e-41,0.1813,1987.0,0.9935,0.0,0.9730581641197205,0.009432684630155563,4096.0,0.974,0.992196209587514,0.9518716577540107,0.9716157205240175,0.006572769953051643,0.0481283422459893,1058.0,7.0,45.0,890.0
44.0,88000.0,90000.0,1.0,3.170306385457589e-27,0.1466,1984.0,0.992,0.0,0.972196638584137,0.00950204860419035,4096.0,0.973,0.9899328859060402,0.9516129032258065,0.9703947368421053,0.008411214953271028,0.04838709677419355,1061.0,9.0,45.0,885.0
45.0,90000.0,92000.0,1.0,2.826060638862118e-38,0.1741,1979.0,0.9895,0.0,0.9694831967353821,0.009275964461266994,4096.0,0.976,0.9896073903002309,0.9564732142857143,0.9727582292849035,0.008152173913043478,0.04352678571428571,1095.0,9.0,39.0,857.0
46.0,92000.0,94000.0,1.0,5.307760458083447e-21,0.1285,1981.0,0.9905,0.0,0.968538224697113,0.009322026744484901,4096.0,0.9715,0.9881081081081081,0.9520833333333333,0.9697612732095491,0.010576923076923078,0.04791666666666667,1029.0,11.0,46.0,914.0
47.0,94000.0,96000.0,1.0,1.4312598614303428e-34,0.1654,1993.0,0.9965,0.0,0.9697725772857666,0.009545734152197838,4096.0,0.982,0.996742671009772,0.9652996845425867,0.9807692307692308,0.002859866539561487,0.03470031545741325,1046.0,3.0,33.0,918.0
48.0,96000.0,98000.0,1.0,3.1938402956011284e-15,0.109,1976.0,0.988,0.0,0.9666633009910583,0.009205259382724762,4096.0,0.9775,0.9902386117136659,0.9620653319283456,0.9759486905398183,0.008563273073263558,0.037934668071654375,1042.0,9.0,36.0,913.0
49.0,98000.0,100000.0,1.0,5.927174264806832e-63,0.2234,1979.0,0.9895,0.0,0.9640474915504456,0.00910995528101921,4096.0,0.9775,0.9924487594390508,0.9603340292275574,0.9761273209549072,0.0067178502879078695,0.03966597077244259,1035.0,7.0,38.0,920.0
50.0,100000.0,102000.0,1.0,2.07805498688389e-32,0.1601,1974.0,0.987,0.0,0.9631829857826233,0.009260631166398525,4096.0,0.9775,0.991907514450867,0.9575892857142857,0.9744463373083475,0.006340579710144928,0.04241071428571429,1097.0,7.0,38.0,858.0
51.0,102000.0,104000.0,1.0,1.4749252813550006e-05,0.0642,1977.0,0.9885,0.0,0.9639022946357727,0.009221834130585194,4096.0,0.9805,0.9930875576036866,0.9631284916201117,0.9778786159954622,0.005429864253393665,0.03687150837988827,1099.0,6.0,33.0,862.0
52.0,104000.0,106000.0,1.0,2.3338854982179874e-15,0.1095,1980.0,0.99,0.0,0.9625746011734009,0.009624200873076916,4096.0,0.9775,0.9910414333706606,0.9598698481561823,0.975206611570248,0.0074211502782931356,0.04013015184381779,1070.0,8.0,37.0,885.0
53.0,106000.0,108000.0,1.0,2.766892377077396e-47,0.1936,1986.0,0.993,0.0,0.9617947340011597,0.009274974465370178,4096.0,0.98,0.9955703211517165,0.9614973262032086,0.9782372143634386,0.003755868544600939,0.038502673796791446,1061.0,4.0,36.0,899.0
54.0,108000.0,110000.0,1.0,1.0171799359036793e-71,0.2384,1973.0,0.9865,0.0,0.9581215977668762,0.009134200401604176,4096.0,0.9705,0.9903536977491961,0.9486652977412731,0.9690613529103304,0.008771929824561403,0.0513347022587269,1017.0,9.0,50.0,924.0
55.0,110000.0,112000.0,1.0,4.076818449737106e-34,0.1643,1979.0,0.9895,0.0,0.9589110016822815,0.009058036841452122,4096.0,0.976,0.9908466819221968,0.9558498896247241,0.9730337078651685,0.007312614259597806,0.04415011037527594,1086.0,8.0,40.0,866.0
56.0,112000.0,113376.0,1.0,1.88964839395899e-10,0.10314767441860465,1359.0,0.9876453488372093,0.0,0.9565758109092712,0.008851375430822372,4096.0,0.971656976744186,0.9900497512437811,0.9476190476190476,0.9683698296836983,0.00804289544235925,0.05238095238095238,740.0,6.0,33.0,597.0
