window,start,end,drift,drift_p_value,drift_statistic,trusted,trusted_ratio,oracle_used,mean_confidence,mean_recon_error,memory_total,window_accuracy,window_precision,window_recall,window_f1,window_false_positive_rate,window_false_negative_rate,window_tn,window_fp,window_fn,window_tp
35.0,70000.0,72000.0,1.0,0.01359073874805092,0.0417,1976.0,0.988,0.0,0.9909601211547852,0.006620113272219896,4096.0,0.984,0.9953488372093023,0.9683257918552036,0.981651376146789,0.0035842293906810036,0.03167420814479638,1112.0,4.0,28.0,856.0
36.0,72000.0,74000.0,0.0,0.3936771889602783,0.0237,1977.0,0.9885,0.0,0.9905908107757568,0.006747721694409847,4096.0,0.981,0.9944320712694877,0.9643628509719222,0.9791666666666666,0.004655493482309125,0.035637149028077755,1069.0,5.0,33.0,893.0
37.0,74000.0,76000.0,1.0,0.04091294919182166,0.0368,1984.0,0.992,0.0,0.9915599822998047,0.0068976907059550285,4096.0,0.9765,0.995221027479092,0.9509132420091324,0.9725627553998832,0.0035587188612099642,0.04908675799086758,1120.0,4.0,43.0,833.0
38.0,76000.0,78000.0,1.0,0.001022627837353837,0.0514,1986.0,0.993,0.0,0.9928594827651978,0.00655726483091712,4096.0,0.985,0.9966666666666667,0.9707792207792207,0.9835526315789473,0.0027881040892193307,0.02922077922077922,1073.0,3.0,27.0,897.0
39.0,78000.0,80000.0,1.0,0.006304038777820974,0.0448,1983.0,0.9915,0.0,0.9918408989906311,0.007035616785287857,4096.0,0.979,0.9944382647385984,0.9602577873254565,0.9770491803278688,0.004677268475210477,0.0397422126745435,1064.0,5.0,37.0,894.0
40.0,80000.0,82000.0,1.0,2.36146307600826e-06,0.069,1978.0,0.989,0.0,0.9905605912208557,0.006757335737347603,4096.0,0.9785,0.9881337648327939,0.9662447257383966,0.9770666666666666,0.010456273764258554,0.03375527426160337,1041.0,11.0,32.0,916.0
41.0,82000.0,84000.0,1.0,2.2698414877571544e-06,0.0691,1983.0,0.9915,0.0,0.9911178350448608,0.006695165298879147,4096.0,0.983,0.9943502824858758,0.9680968096809681,0.9810479375696767,0.00458295142071494,0.0319031903190319,1086.0,5.0,29.0,880.0
42.0,84000.0,86000.0,1.0,8.439533678072427e-06,0.0657,1981.0,0.9905,0.0,0.9902963638305664,0.007058781571686268,4096.0,0.9795,0.9933481152993349,0.9624060150375939,0.977632296781233,0.005612722170252572,0.03759398496240601,1063.0,6.0,35.0,896.0
43.0,86000.0,88000.0,1.0,0.0022179685898599346,0.0487,1980.0,0.99,0.0,0.9900036454200745,0.006941162049770355,4096.0,0.9765,0.9922394678492239,0.9572192513368984,0.9744148067501361,0.006572769953051643,0.0427807486631016,1058.0,7.0,40.0,895.0
44.0,88000.0,90000.0,1.0,3.50775788638899e-05,0.0618,1979.0,0.9895,0.0,0.9895702004432678,0.006954907439649105,4096.0,0.976,0.9932885906040269,0.9548387096774194,0.9736842105263157,0.005607476635514018,0.04516129032258064,1064.0,6.0,42.0,888.0
45.0,90000.0,92000.0,1.0,5.299354542536481e-13,0.1005,1974.0,0.987,0.0,0.9883175492286682,0.006801927927881479,4096.0,0.9785,0.9907940161104718,0.9609375,0.9756373937677054,0.007246376811594203,0.0390625,1096.0,8.0,35.0,861.0
46.0,92000.0,94000.0,1.0,6.785192501572094e-11,0.0917,1975.0,0.9875,0.0,0.9875053763389587,0.006869474891573191,4096.0,0.9765,0.9913885898815931,0.959375,0.9751191106405505,0.007692307692307693,0.040625,1032.0,8.0,39.0,921.0
47.0,94000.0,96000.0,1.0,6.113005899793343e-09,0.0827,1980.0,0.99,0.0,0.9883720874786377,0.007210711482912302,4096.0,0.9835,0.9956803455723542,0.9695057833859095,0.9824187533297815,0.0038131553860819827,0.030494216614090432,1045.0,4.0,29.0,922.0
48.0,96000.0,98000.0,1.0,1.4219631609900706e-08,0.0809,1974.0,0.987,0.0,0.9874491095542908,0.006888969335705042,4096.0,0.98,0.9913513513513513,0.9662802950474183,0.9786552828175026,0.007611798287345386,0.03371970495258166,1043.0,8.0,32.0,917.0
49.0,98000.0,100000.0,1.0,2.8329052912494163e-08,0.0794,1972.0,0.986,0.0,0.9868840575218201,0.006876911967992783,4096.0,0.982,0.9978401727861771,0.964509394572025,0.9808917197452229,0.0019193857965451055,0.03549060542797495,1040.0,2.0,34.0,924.0
50.0,100000.0,102000.0,1.0,6.17658773934178e-10,0.0874,1974.0,0.987,0.0,0.986168384552002,0.0070107476785779,4096.0,0.9785,0.9930635838150289,0.9587053571428571,0.9755820556501987,0.005434782608695652,0.041294642857142856,1098.0,6.0,37.0,859.0
51.0,102000.0,104000.0,1.0,5.212250208675548e-11,0.0922,1977.0,0.9885,0.0,0.9855210185050964,0.006998313125222921,4096.0,0.9835,0.9942660550458715,0.9687150837988827,0.9813242784380306,0.004524886877828055,0.03128491620111732,1100.0,5.0,28.0,867.0
52.0,104000.0,106000.0,1.0,6.10692404414191e-11,0.0919,1983.0,0.9915,0.0,0.9864228367805481,0.007405477575957775,4096.0,0.978,0.9910514541387024,0.9609544468546638,0.9757709251101321,0.0074211502782931356,0.039045553145336226,1070.0,8.0,36.0,886.0
53.0,106000.0,108000.0,1.0,2.5860941466227065e-08,0.0796,1977.0,0.9885,0.0,0.9845706820487976,0.007021093741059303,4096.0,0.982,0.9966850828729282,0.9647058823529412,0.9804347826086957,0.0028169014084507044,0.03529411764705882,1062.0,3.0,33.0,902.0
54.0,108000.0,110000.0,1.0,2.9029565907624053e-11,0.0933,1966.0,0.983,0.0,0.9820161461830139,0.007008727174252272,4096.0,0.9755,0.9946524064171123,0.9548254620123203,0.9743321110529073,0.004873294346978557,0.045174537987679675,1021.0,5.0,44.0,930.0
55.0,110000.0,112000.0,1.0,4.205547321592762e-13,0.1009,1974.0,0.987,0.0,0.9811607599258423,0.006977301090955734,4096.0,0.9805,0.9954285714285714,0.9613686534216336,0.9781021897810219,0.003656307129798903,0.03863134657836645,1090.0,4.0,35.0,871.0
56.0,112000.0,113376.0,1.0,3.4791937458447164e-11,0.10686046511627907,1356.0,0.9854651162790697,0.0,0.979297399520874,0.006859383080154657,4096.0,0.9767441860465116,0.9966777408637874,0.9523809523809523,0.9740259740259739,0.002680965147453083,0.047619047619047616,744.0,2.0,30.0,600.0
